io	variableGroup	variableName	uri	valueType	allowedVariableValues
output	Variant	6_7317694_A_G	TBD	Number	1
output	Variant	6_11327021_C_T	TBD	Number	1
output	Variant	6_12751231_T_C	TBD	Number	1
output	Variant	6_12756567_G_A	TBD	Number	1
output	Variant	6_12756658_T_A	TBD	Number	1
output	Variant	6_12758654_C_T	TBD	Number	1
output	Variant	6_12762814_T_G	TBD	Number	1
output	Variant	6_12764286_G_A	TBD	Number	1
output	Variant	6_12764316_G_A	TBD	Number	1
output	Variant	6_12764321_G_A	TBD	Number	1
output	Variant	6_12765325_G_A	TBD	Number	1
output	Variant	6_12768218_C_T	TBD	Number	1
output	Variant	6_12769487_G_A	TBD	Number	1
output	Variant	6_12770823_T_C	TBD	Number	1
output	Variant	6_12773990_C_T	TBD	Number	1
output	Variant	6_12774363_C_G	TBD	Number	1
output	Variant	6_12775753_T_C	TBD	Number	1
output	Variant	6_12775930_T_C	TBD	Number	1
output	Variant	6_12777449_G_A	TBD	Number	1
output	Variant	6_12777571_C_T	TBD	Number	1
output	Variant	6_12778109_C_A	TBD	Number	1
output	Variant	6_12778218_G_A	TBD	Number	1
output	Variant	6_12778864_G_A	TBD	Number	1
output	Variant	6_12780032_T_C	TBD	Number	1
output	Variant	6_12780185_G_A	TBD	Number	1
output	Variant	6_12780990_G_A	TBD	Number	1
output	Variant	6_12781416_T_C	TBD	Number	1
output	Variant	6_12782602_T_G	TBD	Number	1
output	Variant	6_12782968_G_T	TBD	Number	1
output	Variant	6_12784293_T_C	TBD	Number	1
output	Variant	6_12784464_A_G	TBD	Number	1
output	Variant	6_12784785_A_G	TBD	Number	1
output	Variant	6_12785023_C_T	TBD	Number	1
output	Variant	6_12786085_T_C	TBD	Number	1
output	Variant	6_12786272_C_A	TBD	Number	1
output	Variant	6_12786511_C_A	TBD	Number	1
output	Variant	6_12787247_G_A	TBD	Number	1
output	Variant	6_12787449_C_T	TBD	Number	1
output	Variant	6_12787714_C_T	TBD	Number	1
output	Variant	6_12788029_C_G	TBD	Number	1
output	Variant	6_12788283_G_A	TBD	Number	1
output	Variant	6_12788776_A_T	TBD	Number	1
output	Variant	6_12789038_C_A	TBD	Number	1
output	Variant	6_12789191_C_T	TBD	Number	1
output	Variant	6_12789655_C_T	TBD	Number	1
output	Variant	6_12790079_A_G	TBD	Number	1
output	Variant	6_12790353_G_A	TBD	Number	1
output	Variant	6_12790872_A_G	TBD	Number	1
output	Variant	6_12791207_G_C	TBD	Number	1
output	Variant	6_12791802_G_A	TBD	Number	1
output	Variant	6_12791878_T_C	TBD	Number	1
output	Variant	6_12795031_G_A	TBD	Number	1
output	Variant	6_12795621_C_T	TBD	Number	1
output	Variant	6_12797055_T_G	TBD	Number	1
output	Variant	6_12798443_A_G	TBD	Number	1
output	Variant	6_12798477_A_C	TBD	Number	1
output	Variant	6_12799417_C_A	TBD	Number	1
output	Variant	6_12800332_G_A	TBD	Number	1
output	Variant	6_12800443_A_T	TBD	Number	1
output	Variant	6_12800690_T_C	TBD	Number	1
output	Variant	6_12800824_T_G	TBD	Number	1
output	Variant	6_12800874_A_T	TBD	Number	1
output	Variant	6_12801104_C_G	TBD	Number	1
output	Variant	6_12801487_C_T	TBD	Number	1
output	Variant	6_12801488_C_G	TBD	Number	1
output	Variant	6_12801594_G_T	TBD	Number	1
output	Variant	6_12801967_A_C	TBD	Number	1
output	Variant	6_12802374_G_A	TBD	Number	1
output	Variant	6_12802428_G_A	TBD	Number	1
output	Variant	6_12802502_T_C	TBD	Number	1
output	Variant	6_12802560_T_C	TBD	Number	1
output	Variant	6_12802815_G_C	TBD	Number	1
output	Variant	6_12803223_C_A	TBD	Number	1
output	Variant	6_12803410_A_G	TBD	Number	1
output	Variant	6_12803416_T_C	TBD	Number	1
output	Variant	6_12803582_G_T	TBD	Number	1
output	Variant	6_12803718_C_T	TBD	Number	1
output	Variant	6_12803792_A_G	TBD	Number	1
output	Variant	6_12804619_C_T	TBD	Number	1
output	Variant	6_12804875_G_A	TBD	Number	1
output	Variant	6_12804882_T_C	TBD	Number	1
output	Variant	6_12804934_G_C	TBD	Number	1
output	Variant	6_12805039_A_T	TBD	Number	1
output	Variant	6_12805582_C_T	TBD	Number	1
output	Variant	6_12805821_G_C	TBD	Number	1
output	Variant	6_12805843_C_T	TBD	Number	1
output	Variant	6_12805995_A_G	TBD	Number	1
output	Variant	6_12807829_C_T	TBD	Number	1
output	Variant	6_12807877_C_A	TBD	Number	1
output	Variant	6_12810937_A_G	TBD	Number	1
output	Variant	6_12817237_A_G	TBD	Number	1
output	Variant	6_12817590_A_G	TBD	Number	1
output	Variant	6_12817667_A_G	TBD	Number	1
output	Variant	6_12818142_G_C	TBD	Number	1
output	Variant	6_12818865_G_C	TBD	Number	1
output	Variant	6_12819572_A_G	TBD	Number	1
output	Variant	6_12821491_T_A	TBD	Number	1
output	Variant	6_12825805_A_G	TBD	Number	1
output	Variant	6_12825874_C_T	TBD	Number	1
output	Variant	6_12826479_C_T	TBD	Number	1
output	Variant	6_12827334_T_A	TBD	Number	1
output	Variant	6_12833077_T_C	TBD	Number	1
output	Variant	6_12839176_A_C	TBD	Number	1
output	Variant	6_12849031_C_T	TBD	Number	1
output	Variant	6_12850294_C_T	TBD	Number	1
output	Variant	6_12850534_A_G	TBD	Number	1
output	Variant	6_12851768_C_T	TBD	Number	1
output	Variant	6_12852478_T_G	TBD	Number	1
output	Variant	6_12853162_A_G	TBD	Number	1
output	Variant	6_12855542_G_T	TBD	Number	1
output	Variant	6_12858223_C_T	TBD	Number	1
output	Variant	6_12859556_T_C	TBD	Number	1
output	Variant	6_12859886_G_A	TBD	Number	1
output	Variant	6_12860080_C_T	TBD	Number	1
output	Variant	6_12863108_A_T	TBD	Number	1
output	Variant	6_12863738_T_C	TBD	Number	1
output	Variant	6_12864134_C_T	TBD	Number	1
output	Variant	6_12864898_T_C	TBD	Number	1
output	Variant	6_12865148_G_A	TBD	Number	1
output	Variant	6_12865243_A_G	TBD	Number	1
output	Variant	6_12865376_C_T	TBD	Number	1
output	Variant	6_12865649_A_G	TBD	Number	1
output	Variant	6_12867696_A_G	TBD	Number	1
output	Variant	6_12871736_G_A	TBD	Number	1
output	Variant	6_12872092_G_A	TBD	Number	1
output	Variant	6_12872220_G_A	TBD	Number	1
output	Variant	6_12873775_A_G	TBD	Number	1
output	Variant	6_12874309_G_A	TBD	Number	1
output	Variant	6_12874672_T_G	TBD	Number	1
output	Variant	6_12875054_G_T	TBD	Number	1
output	Variant	6_12877597_G_T	TBD	Number	1
output	Variant	6_12879101_A_T	TBD	Number	1
output	Variant	6_12879996_T_A	TBD	Number	1
output	Variant	6_12880109_C_T	TBD	Number	1
output	Variant	6_12880131_T_C	TBD	Number	1
output	Variant	6_12881163_A_G	TBD	Number	1
output	Variant	6_12881855_G_A	TBD	Number	1
output	Variant	6_12883524_C_A	TBD	Number	1
output	Variant	6_12888602_G_C	TBD	Number	1
output	Variant	6_12889004_C_T	TBD	Number	1
output	Variant	6_12889145_A_G	TBD	Number	1
output	Variant	6_12891103_G_T	TBD	Number	1
output	Variant	6_12891301_T_C	TBD	Number	1
output	Variant	6_12892394_T_G	TBD	Number	1
output	Variant	6_12892456_A_G	TBD	Number	1
output	Variant	6_12892486_A_G	TBD	Number	1
output	Variant	6_12892523_T_A	TBD	Number	1
output	Variant	6_12892754_C_T	TBD	Number	1
output	Variant	6_12894103_A_G	TBD	Number	1
output	Variant	6_12894904_G_C	TBD	Number	1
output	Variant	6_12896740_G_A	TBD	Number	1
output	Variant	6_12897307_C_T	TBD	Number	1
output	Variant	6_12898292_C_T	TBD	Number	1
output	Variant	6_12898884_C_G	TBD	Number	1
output	Variant	6_12900977_C_T	TBD	Number	1
output	Variant	6_12901441_C_A	TBD	Number	1
output	Variant	6_12902248_A_G	TBD	Number	1
output	Variant	6_12902290_A_G	TBD	Number	1
output	Variant	6_12902441_T_G	TBD	Number	1
output	Variant	6_12903435_C_T	TBD	Number	1
output	Variant	6_12903957_A_G	TBD	Number	1
output	Variant	6_12904138_G_T	TBD	Number	1
output	Variant	6_12907411_C_T	TBD	Number	1
output	Variant	6_12907412_G_A	TBD	Number	1
output	Variant	6_12907591_A_G	TBD	Number	1
output	Variant	6_12908077_G_A	TBD	Number	1
output	Variant	6_12908408_G_A	TBD	Number	1
output	Variant	6_12908747_A_T	TBD	Number	1
output	Variant	6_12909874_G_A	TBD	Number	1
output	Variant	6_12911965_A_G	TBD	Number	1
output	Variant	6_12913152_C_T	TBD	Number	1
output	Variant	6_12915417_G_C	TBD	Number	1
output	Variant	6_12919867_G_A	TBD	Number	1
output	Variant	6_12919989_T_C	TBD	Number	1
output	Variant	6_12921714_A_T	TBD	Number	1
output	Variant	6_12922074_A_G	TBD	Number	1
output	Variant	6_12922535_G_A	TBD	Number	1
output	Variant	6_12922652_C_A	TBD	Number	1
output	Variant	6_12922689_G_A	TBD	Number	1
output	Variant	6_12922734_C_T	TBD	Number	1
output	Variant	6_12923157_T_C	TBD	Number	1
output	Variant	6_12923767_C_A	TBD	Number	1
output	Variant	6_12924744_C_T	TBD	Number	1
output	Variant	6_12925936_C_A	TBD	Number	1
output	Variant	6_12927544_C_G	TBD	Number	1
output	Variant	6_12927845_T_C	TBD	Number	1
output	Variant	6_12934302_G_C	TBD	Number	1
output	Variant	6_12934687_G_A	TBD	Number	1
output	Variant	6_12938341_C_T	TBD	Number	1
output	Variant	6_12943066_A_G	TBD	Number	1
output	Variant	6_12944118_A_G	TBD	Number	1
output	Variant	6_12945093_C_T	TBD	Number	1
output	Variant	6_12946412_G_C	TBD	Number	1
output	Variant	6_12948388_G_A	TBD	Number	1
output	Variant	6_12949494_G_T	TBD	Number	1
output	Variant	6_12951578_G_C	TBD	Number	1
output	Variant	6_12953303_T_C	TBD	Number	1
output	Variant	6_12953369_A_G	TBD	Number	1
output	Variant	6_12953384_G_A	TBD	Number	1
output	Variant	6_12954012_G_A	TBD	Number	1
output	Variant	6_12955104_C_T	TBD	Number	1
output	Variant	6_12955462_G_A	TBD	Number	1
output	Variant	6_12955611_A_T	TBD	Number	1
output	Variant	6_12956130_G_T	TBD	Number	1
output	Variant	6_12957035_C_T	TBD	Number	1
output	Variant	6_12957412_A_T	TBD	Number	1
output	Variant	6_12957480_A_G	TBD	Number	1
output	Variant	6_12957621_G_A	TBD	Number	1
output	Variant	6_12957825_C_G	TBD	Number	1
output	Variant	6_12959815_T_C	TBD	Number	1
output	Variant	6_12961161_T_C	TBD	Number	1
output	Variant	6_12961220_A_G	TBD	Number	1
output	Variant	6_12961929_T_G	TBD	Number	1
output	Variant	6_12962690_G_A	TBD	Number	1
output	Variant	6_12962995_A_G	TBD	Number	1
output	Variant	6_12963841_G_A	TBD	Number	1
output	Variant	6_12964992_A_G	TBD	Number	1
output	Variant	6_12965623_C_T	TBD	Number	1
output	Variant	6_12966437_G_C	TBD	Number	1
output	Variant	6_12977851_G_A	TBD	Number	1
output	Variant	6_12982423_T_C	TBD	Number	1
output	Variant	6_12987237_A_G	TBD	Number	1
output	Variant	6_12988251_G_A	TBD	Number	1
output	Variant	6_12996230_C_A	TBD	Number	1
output	Variant	6_12998826_C_T	TBD	Number	1
output	Variant	6_13000494_G_A	TBD	Number	1
output	Variant	6_13022728_G_A	TBD	Number	1
output	Variant	6_13031740_A_C	TBD	Number	1
output	Variant	6_13038879_G_C	TBD	Number	1
output	Variant	6_13052693_T_C	TBD	Number	1
output	Variant	6_13060640_G_A	TBD	Number	1
output	Variant	6_13064396_T_A	TBD	Number	1
output	Variant	6_13067462_T_G	TBD	Number	1
output	Variant	6_13080349_G_A	TBD	Number	1
output	Variant	6_13094147_G_A	TBD	Number	1
output	Variant	6_13098302_G_A	TBD	Number	1
output	Variant	6_13110143_G_A	TBD	Number	1
output	Variant	6_13111772_G_A	TBD	Number	1
output	Variant	6_13192799_G_A	TBD	Number	1
output	Variant	6_16032433_G_A	TBD	Number	1
output	Variant	6_16043585_C_A	TBD	Number	1
output	Variant	6_16636804_G_A	TBD	Number	1
output	Variant	6_16642966_G_A	TBD	Number	1
output	Variant	6_16647158_G_A	TBD	Number	1
output	Variant	6_16650050_G_A	TBD	Number	1
output	Variant	6_16650128_G_A	TBD	Number	1
output	Variant	6_17237651_A_T	TBD	Number	1
output	Variant	6_17329054_G_A	TBD	Number	1
output	Variant	6_17329940_G_A	TBD	Number	1
output	Variant	6_17333351_C_A	TBD	Number	1
output	Variant	6_20511951_A_G	TBD	Number	1
output	Variant	6_20528834_G_A	TBD	Number	1
output	Variant	6_20533269_T_C	TBD	Number	1
output	Variant	6_20534974_T_C	TBD	Number	1
output	Variant	6_20535970_C_T	TBD	Number	1
output	Variant	6_20538523_A_G	TBD	Number	1
output	Variant	6_20539211_T_C	TBD	Number	1
output	Variant	6_20539341_C_T	TBD	Number	1
output	Variant	6_20540617_A_G	TBD	Number	1
output	Variant	6_20541180_C_T	TBD	Number	1
output	Variant	6_20541519_C_T	TBD	Number	1
output	Variant	6_20545468_A_G	TBD	Number	1
output	Variant	6_20559611_A_G	TBD	Number	1
output	Variant	6_20565384_A_T	TBD	Number	1
output	Variant	6_20565956_G_T	TBD	Number	1
output	Variant	6_20570039_C_T	TBD	Number	1
output	Variant	6_20574430_G_A	TBD	Number	1
output	Variant	6_20574563_A_G	TBD	Number	1
output	Variant	6_20576374_A_G	TBD	Number	1
output	Variant	6_20576666_G_A	TBD	Number	1
output	Variant	6_20576883_G_A	TBD	Number	1
output	Variant	6_20577561_G_T	TBD	Number	1
output	Variant	6_20579947_C_T	TBD	Number	1
output	Variant	6_20580196_C_A	TBD	Number	1
output	Variant	6_20580893_G_T	TBD	Number	1
output	Variant	6_20583090_A_G	TBD	Number	1
output	Variant	6_20584423_G_A	TBD	Number	1
output	Variant	6_20585140_G_A	TBD	Number	1
output	Variant	6_20586039_A_G	TBD	Number	1
output	Variant	6_20586575_G_A	TBD	Number	1
output	Variant	6_20589727_A_G	TBD	Number	1
output	Variant	6_20598303_G_A	TBD	Number	1
output	Variant	6_20598507_A_C	TBD	Number	1
output	Variant	6_20599628_C_T	TBD	Number	1
output	Variant	6_20601043_T_G	TBD	Number	1
output	Variant	6_20601693_A_G	TBD	Number	1
output	Variant	6_20602380_A_G	TBD	Number	1
output	Variant	6_20602797_A_G	TBD	Number	1
output	Variant	6_20611051_C_G	TBD	Number	1
output	Variant	6_20613151_T_C	TBD	Number	1
output	Variant	6_20613216_A_G	TBD	Number	1
output	Variant	6_20617520_G_T	TBD	Number	1
output	Variant	6_20625634_A_G	TBD	Number	1
output	Variant	6_20627777_C_T	TBD	Number	1
output	Variant	6_20629708_C_T	TBD	Number	1
output	Variant	6_20629788_G_C	TBD	Number	1
output	Variant	6_20630397_G_A	TBD	Number	1
output	Variant	6_20630953_G_T	TBD	Number	1
output	Variant	6_20631545_A_T	TBD	Number	1
output	Variant	6_20631953_C_A	TBD	Number	1
output	Variant	6_20633907_G_A	TBD	Number	1
output	Variant	6_20634428_G_T	TBD	Number	1
output	Variant	6_20634886_T_C	TBD	Number	1
output	Variant	6_20635262_C_T	TBD	Number	1
output	Variant	6_20638009_C_G	TBD	Number	1
output	Variant	6_20639409_C_T	TBD	Number	1
output	Variant	6_20640871_T_C	TBD	Number	1
output	Variant	6_20640904_A_G	TBD	Number	1
output	Variant	6_20641105_G_A	TBD	Number	1
output	Variant	6_20641336_C_T	TBD	Number	1
output	Variant	6_20643222_C_G	TBD	Number	1
output	Variant	6_20643727_G_A	TBD	Number	1
output	Variant	6_20644494_G_A	TBD	Number	1
output	Variant	6_20647660_G_T	TBD	Number	1
output	Variant	6_20647962_T_A	TBD	Number	1
output	Variant	6_20648762_A_G	TBD	Number	1
output	Variant	6_20649254_A_T	TBD	Number	1
output	Variant	6_20652717_C_G	TBD	Number	1
output	Variant	6_20652765_A_G	TBD	Number	1
output	Variant	6_20654897_T_C	TBD	Number	1
output	Variant	6_20655110_A_G	TBD	Number	1
output	Variant	6_20655503_A_G	TBD	Number	1
output	Variant	6_20656580_G_T	TBD	Number	1
output	Variant	6_20656767_G_A	TBD	Number	1
output	Variant	6_20656800_C_G	TBD	Number	1
output	Variant	6_20656945_T_C	TBD	Number	1
output	Variant	6_20657564_A_G	TBD	Number	1
output	Variant	6_20657865_A_G	TBD	Number	1
output	Variant	6_20658012_A_C	TBD	Number	1
output	Variant	6_20658218_C_T	TBD	Number	1
output	Variant	6_20658978_A_C	TBD	Number	1
output	Variant	6_20659459_G_A	TBD	Number	1
output	Variant	6_20659587_T_A	TBD	Number	1
output	Variant	6_20659806_T_C	TBD	Number	1
output	Variant	6_20660223_C_T	TBD	Number	1
output	Variant	6_20660365_T_C	TBD	Number	1
output	Variant	6_20660690_G_A	TBD	Number	1
output	Variant	6_20660731_T_C	TBD	Number	1
output	Variant	6_20661021_G_A	TBD	Number	1
output	Variant	6_20661034_A_C	TBD	Number	1
output	Variant	6_20661143_T_A	TBD	Number	1
output	Variant	6_20661250_G_C	TBD	Number	1
output	Variant	6_20661529_G_T	TBD	Number	1
output	Variant	6_20661550_T_C	TBD	Number	1
output	Variant	6_20661842_T_C	TBD	Number	1
output	Variant	6_20662113_A_G	TBD	Number	1
output	Variant	6_20662123_A_G	TBD	Number	1
output	Variant	6_20662592_G_A	TBD	Number	1
output	Variant	6_20662966_C_T	TBD	Number	1
output	Variant	6_20663035_T_A	TBD	Number	1
output	Variant	6_20663335_G_A	TBD	Number	1
output	Variant	6_20663632_T_G	TBD	Number	1
output	Variant	6_20664312_A_G	TBD	Number	1
output	Variant	6_20665081_G_A	TBD	Number	1
output	Variant	6_20665549_G_A	TBD	Number	1
output	Variant	6_20665591_G_A	TBD	Number	1
output	Variant	6_20665730_T_C	TBD	Number	1
output	Variant	6_20666022_G_A	TBD	Number	1
output	Variant	6_20666055_G_A	TBD	Number	1
output	Variant	6_20666244_A_G	TBD	Number	1
output	Variant	6_20666457_T_C	TBD	Number	1
output	Variant	6_20667382_T_C	TBD	Number	1
output	Variant	6_20667688_C_T	TBD	Number	1
output	Variant	6_20667799_A_G	TBD	Number	1
output	Variant	6_20675295_A_G	TBD	Number	1
output	Variant	6_20675792_C_A	TBD	Number	1
output	Variant	6_20678430_G_C	TBD	Number	1
output	Variant	6_20678544_C_G	TBD	Number	1
output	Variant	6_20679310_T_G	TBD	Number	1
output	Variant	6_20679709_A_G	TBD	Number	1
output	Variant	6_20683164_G_A	TBD	Number	1
output	Variant	6_20685486_T_C	TBD	Number	1
output	Variant	6_20686878_C_T	TBD	Number	1
output	Variant	6_20686996_C_A	TBD	Number	1
output	Variant	6_20689945_G_A	TBD	Number	1
output	Variant	6_20694884_C_T	TBD	Number	1
output	Variant	6_20703952_A_G	TBD	Number	1
output	Variant	6_20704424_G_A	TBD	Number	1
output	Variant	6_20705590_T_G	TBD	Number	1
output	Variant	6_20713706_A_G	TBD	Number	1
output	Variant	6_20714466_T_C	TBD	Number	1
output	Variant	6_20715826_T_G	TBD	Number	1
output	Variant	6_20716253_G_A	TBD	Number	1
output	Variant	6_20716570_A_G	TBD	Number	1
output	Variant	6_20716958_G_A	TBD	Number	1
output	Variant	6_20717095_A_G	TBD	Number	1
output	Variant	6_20717255_T_C	TBD	Number	1
output	Variant	6_20717404_A_G	TBD	Number	1
output	Variant	6_20718240_A_T	TBD	Number	1
output	Variant	6_20719145_A_G	TBD	Number	1
output	Variant	6_20719232_T_A	TBD	Number	1
output	Variant	6_20719393_A_C	TBD	Number	1
output	Variant	6_20719561_G_A	TBD	Number	1
output	Variant	6_20720279_T_C	TBD	Number	1
output	Variant	6_20724558_T_G	TBD	Number	1
output	Variant	6_20725007_T_A	TBD	Number	1
output	Variant	6_20725097_T_A	TBD	Number	1
output	Variant	6_20725240_T_C	TBD	Number	1
output	Variant	6_20725423_G_C	TBD	Number	1
output	Variant	6_20728513_C_T	TBD	Number	1
output	Variant	6_20728731_T_C	TBD	Number	1
output	Variant	6_20731524_A_C	TBD	Number	1
output	Variant	6_20733108_T_G	TBD	Number	1
output	Variant	6_20734076_A_C	TBD	Number	1
output	Variant	6_20736186_C_T	TBD	Number	1
output	Variant	6_20740296_C_T	TBD	Number	1
output	Variant	6_20741383_G_A	TBD	Number	1
output	Variant	6_20743501_C_A	TBD	Number	1
output	Variant	6_20744727_C_T	TBD	Number	1
output	Variant	6_20746236_C_A	TBD	Number	1
output	Variant	6_20749677_G_A	TBD	Number	1
output	Variant	6_20750714_T_C	TBD	Number	1
output	Variant	6_20751220_G_A	TBD	Number	1
output	Variant	6_20751241_C_G	TBD	Number	1
output	Variant	6_20751315_T_C	TBD	Number	1
output	Variant	6_20752016_C_A	TBD	Number	1
output	Variant	6_20752331_G_C	TBD	Number	1
output	Variant	6_20752379_G_A	TBD	Number	1
output	Variant	6_20752480_A_T	TBD	Number	1
output	Variant	6_20753441_C_T	TBD	Number	1
output	Variant	6_20753887_G_A	TBD	Number	1
output	Variant	6_20753932_G_A	TBD	Number	1
output	Variant	6_20756444_G_A	TBD	Number	1
output	Variant	6_20756777_T_C	TBD	Number	1
output	Variant	6_20757646_T_A	TBD	Number	1
output	Variant	6_20758331_T_A	TBD	Number	1
output	Variant	6_20758347_A_G	TBD	Number	1
output	Variant	6_20758526_C_G	TBD	Number	1
output	Variant	6_20758704_A_G	TBD	Number	1
output	Variant	6_20758760_A_G	TBD	Number	1
output	Variant	6_20760177_C_T	TBD	Number	1
output	Variant	6_20760612_C_T	TBD	Number	1
output	Variant	6_20763171_G_A	TBD	Number	1
output	Variant	6_20764250_C_T	TBD	Number	1
output	Variant	6_20764317_A_G	TBD	Number	1
output	Variant	6_20764472_C_T	TBD	Number	1
output	Variant	6_20764599_C_T	TBD	Number	1
output	Variant	6_20766103_C_T	TBD	Number	1
output	Variant	6_20766697_C_A	TBD	Number	1
output	Variant	6_20767471_C_T	TBD	Number	1
output	Variant	6_20768463_T_C	TBD	Number	1
output	Variant	6_20772818_C_T	TBD	Number	1
output	Variant	6_20773560_G_A	TBD	Number	1
output	Variant	6_20773752_C_T	TBD	Number	1
output	Variant	6_20774313_T_C	TBD	Number	1
output	Variant	6_20774759_G_A	TBD	Number	1
output	Variant	6_20775412_G_A	TBD	Number	1
output	Variant	6_20775660_A_G	TBD	Number	1
output	Variant	6_20781621_G_A	TBD	Number	1
output	Variant	6_20782893_A_G	TBD	Number	1
output	Variant	6_20810101_T_C	TBD	Number	1
output	Variant	6_20818393_A_G	TBD	Number	1
output	Variant	6_20821841_G_C	TBD	Number	1
output	Variant	6_20833559_G_A	TBD	Number	1
output	Variant	6_20833602_C_T	TBD	Number	1
output	Variant	6_20841480_T_C	TBD	Number	1
output	Variant	6_20844151_G_A	TBD	Number	1
output	Variant	6_20890381_A_G	TBD	Number	1
output	Variant	6_20916326_G_A	TBD	Number	1
output	Variant	6_20938606_C_T	TBD	Number	1
output	Variant	6_20938921_G_A	TBD	Number	1
output	Variant	6_20951252_C_T	TBD	Number	1
output	Variant	6_20954580_C_T	TBD	Number	1
output	Variant	6_20955332_T_C	TBD	Number	1
output	Variant	6_20960932_C_T	TBD	Number	1
output	Variant	6_20961671_A_T	TBD	Number	1
output	Variant	6_20979581_C_G	TBD	Number	1
output	Variant	6_21030153_G_A	TBD	Number	1
output	Variant	6_21030811_A_T	TBD	Number	1
output	Variant	6_21038658_G_T	TBD	Number	1
output	Variant	6_22571037_A_G	TBD	Number	1
output	Variant	6_22571323_T_C	TBD	Number	1
output	Variant	6_22571414_C_G	TBD	Number	1
output	Variant	6_22572798_T_C	TBD	Number	1
output	Variant	6_22575096_C_T	TBD	Number	1
output	Variant	6_22577065_C_T	TBD	Number	1
output	Variant	6_22577718_A_G	TBD	Number	1
output	Variant	6_22578106_C_T	TBD	Number	1
output	Variant	6_22578227_C_T	TBD	Number	1
output	Variant	6_22579066_G_A	TBD	Number	1
output	Variant	6_22581302_T_C	TBD	Number	1
output	Variant	6_22581462_A_G	TBD	Number	1
output	Variant	6_22582002_C_T	TBD	Number	1
